Star,review_title,text_review,apps_category,review_length
5.0 out of 5 stars,Very helpful,We use this as a baby monitor and it works great! I love that we can access from any phone or computer. On occasion we'll use it to monitor the house when my oldest daughter is babysitting. I love that we scan the house at different angles. It's like we're still there.,Travel,52
4.0 out of 5 stars,Anti virus & Kindle Cleaner App,This is by far the best file & virus cleaner I have yet to find for my Amazon Kindle. The one thing that I didn't like is when you first download the app it tells you that it's free. Which couldn't be further from the truth because it will let you run the program & it'll tell you what's on your Kindle that needs to be removed. But when you go to download the virus remover it tells you that you must pay $3.99 which is fine because of how good the app work's. I just find it a bit misleading that it tells you it's free & then hits you w/ a $3.99 charge.,Travel,115
5.0 out of 5 stars,"Keep an eye on your property from your phone, tablet and computer!",Best app Ever! I use this app all the time to watch my car and my patio door. It records images and sends them to my email. View live and it's only a spit sec. difference in time. Control your camera right from the app. We plan to add more cameras.,Travel,51
5.0 out of 5 stars,"works great, easy to set up.","I bought this to use as a baby monitor on my kindle fire HD with my foscam 8910W cameras. The app has a camera scanner so it can get most of the details for set up on its own. Once I figured out the difficult part of port forwarding using a YouTube video or two, I'm now able to view my cameras from anywhere and I bought the app for my Android phone.Best features: control camera movement, movement and sound alarms, and viewing more than one camera at a time.",Travel,90
4.0 out of 5 stars,Recommended Update,The two older TRENDNET cameras we have (TV-IP 512WN) works great on the home network and via Inernet.  We purchased two additional TRENDNET cameras (TV-IP 751WIC and TV-IP 851WIC) that are not currently supported.  We were able to use the TV-IP 551WI setting with encrypted password to view both cameras on the home network but can't view via Internet.  Would like to see support on these cameras on the next update.,Travel,71
5.0 out of 5 stars,The interface is clean and easy to navigate,"I've tried several apps before finally deciding to use this app as my go-to app for my Foscam cameras. Camera set up is intuitive and straight forward. The interface is clean and easy to navigate. Easy to activate/deactivate the speaker/microphone on the camera as well as record video. Thanks tinyCam for a job well done. There were just way too many other apps, or few apps that do what you can in an easy user-friendly way.",Travel,76
1.0 out of 5 stars,If you are not a techie - stay away from these apps.,"So confusing to use, I have 3 cameras on one NVR box, but it would only allow me to view one of the cameras from the box. Luckily I’ve got a monitor connected via HDMI to the NVR box so I’m not particularly fussed, but they really need to make these apps a bit simplistic.",Travel,55
4.0 out of 5 stars,Seems to do it,It goes away for a while and seems to do what it is supposed to do.  Hard to tell. Tablet seems to run faster.  Very strange that none of the other virus checkers find anything but this one always does.  Also the fact that you have to rate it in order to get more features makes me wonder.  Will give it the benefit of the doubt for now and keep using it.,Travel,72
5.0 out of 5 stars,baby monitor,"My family absolutely loves this camera.  We use it as a baby monitor and couldn't be happier.  The sound is very clear and picks up the faintest of sounds. My husband put it together so I'm not sure how easy that was but the general use is very easy.  The nightvision is very clear, you can even make out the pattern on her bed sheets ando pajamas. Highly recommend.",Travel,69
1.0 out of 5 stars,"False Advertising, No Proof of changes","Product says it is a FREE OPTIMIZER & CLEANER - it is not. It does a free scan and THEN you have to pay (IN THE APP) to get the optimizer and cleaner. I was a fool and used my coins to continue... and I cannot return & refund. This is bait & switch. If people bought it through the site/store, they could get a refund when they see the app does nothing. But if you use coins, you are now stuck with a brick they claim fixed your kindle - but since it does not provide any information on what it did, you have no way of knowing.As a matter of fact, when I used my kindle to research how to get my coins back - it felt slower than ever. And please do not insult me with your generic blurb on how it removes hidden data and all that.",Travel,151
